Owner_ID,Owner_Name,Age,Gender,Occupation,Annual_Income_NPR,City,Phone,Email,Member_Since
OWN0050,Hari Chaudhary,32,Male,Engineer,2303003,Madhyapur Thimi,9871090511,owner50@email.com,2022-04-30
OWN0051,Shiva Shrestha,51,Female,Teacher,3701779,Jumla,9861542272,owner51@email.com,2022-11-29
OWN0052,Suman Shrestha,41,Male,Engineer,4840458,Pokhara,9882129492,owner52@email.com,2023-11-18
OWN0053,Sita Sharma,46,Male,Private Employee,4223251,Waling,9894068175,owner53@email.com,2022-08-03
OWN0054,Durga Adhikari,38,Female,Entrepreneur,585057,Janakpur,9886300320,owner54@email.com,2023-12-06
OWN0055,Prakash Karki,60,Female,Government Employee,1682448,Lahan,9828752445,owner55@email.com,2022-07-02
OWN0056,Parvati Karki,55,Female,Doctor,2894377,Nepalgunj,9880851282,owner56@email.com,2023-10-21
OWN0057,Krishna Chaudhary,37,Female,Doctor,1284710,Butwal,9811350347,owner57@email.com,2024-03-16
OWN0058,Prakash Rana,52,Female,Teacher,3559749,Attariya,9861257503,owner58@email.com,2023-12-24
OWN0059,Prakash Magar,41,Male,Doctor,3505663,Itahari,9833585467,owner59@email.com,2022-03-16
OWN0060,Rajesh Magar,27,Male,Entrepreneur,3956487,Lamjung,9875909318,owner60@email.com,2022-06-06
OWN0061,Shiva Tamang,44,Female,Business Owner,1387048,Hetauda,9896683973,owner61@email.com,2024-07-27
OWN0062,Deepak Tamang,29,Male,IT Professional,1820400,Madhyapur Thimi,9847219799,owner62@email.com,2023-02-14
OWN0063,Parvati Karki,46,Male,Doctor,3203551,Lalitpur,9889160083,owner63@email.com,2022-01-07
OWN0064,Binod Rana,43,Male,Engineer,3477892,Dhangadhi,9840740292,owner64@email.com,2023-06-14
OWN0065,Ganesh Magar,33,Male,Business Owner,1445001,Dharan,9832908749,owner65@email.com,2023-11-21
OWN0066,Rajesh Gurung,33,Female,Private Employee,3824548,Lamjung,9829788414,owner66@email.com,2022-05-29
OWN0067,Sita Adhikari,36,Male,IT Professional,1457780,Birtamod,9837044880,owner67@email.com,2023-04-22
OWN0068,Hari Gurung,31,Male,Engineer,1951274,Bhairahawa,9875548171,owner68@email.com,2024-03-13
OWN0069,Ram Thapa,58,Female,IT Professional,4683558,Kirtipur,9819505198,owner69@email.com,2023-02-14
OWN0070,Saraswati Sharma,47,Male,IT Professional,889369,Waling,9848738403,owner70@email.com,2022-06-09
OWN0071,Maya Chaudhary,54,Female,Entrepreneur,3912789,Lalitpur,9867323539,owner71@email.com,2024-07-07
OWN0072,Rajesh Sharma,55,Male,Business Owner,2726883,Bhairahawa,9875183614,owner72@email.com,2023-02-26
OWN0073,Ram Magar,37,Female,Doctor,2490787,Birendranagar,9851985376,owner73@email.com,2022-09-23
OWN0074,Deepak Thapa,28,Female,Engineer,2852063,Kapilvastu,9825570486,owner74@email.com,2022-04-02
OWN0075,Sunita Sharma,25,Female,Entrepreneur,3437091,Bhairahawa,9882274426,owner75@email.com,2022-03-14
OWN0076,Prakash Rana,42,Male,Business Owner,1549896,Itahari,9844499575,owner76@email.com,2022-06-21
OWN0077,Maya Gurung,46,Female,Business Owner,3063341,Panauti,9887292069,owner77@email.com,2023-01-13
OWN0078,Rajesh Gurung,46,Male,Business Owner,2510453,Bhaktapur,9886503173,owner78@email.com,2024-10-04
OWN0079,Shiva Khadka,27,Female,Teacher,1987360,Tansen,9846057526,owner79@email.com,2023-01-16
OWN0080,Anita Adhikari,52,Male,Engineer,3633879,Janakpur,9831630139,owner80@email.com,2023-05-11
OWN0081,Binod Tamang,57,Female,Doctor,4575750,Dharan,9834057249,owner81@email.com,2023-10-26
OWN0082,Rajesh Khadka,48,Female,Private Employee,4058605,Attariya,9810043364,owner82@email.com,2023-05-12
OWN0083,Deepak Gurung,36,Male,Engineer,805456,Dhangadhi,9880304302,owner83@email.com,2024-05-21
OWN0084,Durga Rana,37,Female,Doctor,1542746,Attariya,9862404575,owner84@email.com,2023-02-14
OWN0085,Binod Thapa,44,Male,Doctor,2573272,Nepalgunj,9852181668,owner85@email.com,2024-02-01
OWN0086,Shiva Paudel,36,Male,Doctor,3013127,Butwal,9852654187,owner86@email.com,2024-12-21
OWN0087,Anita Thapa,52,Male,IT Professional,2550792,Panauti,9870517036,owner87@email.com,2023-12-12
OWN0088,Ganesh Shrestha,30,Female,Doctor,4918355,Janakpur,9821357631,owner88@email.com,2022-10-21
OWN0089,Shiva Adhikari,50,Female,IT Professional,2799702,Dhangadhi,9862354570,owner89@email.com,2023-05-22
OWN0090,Anita Rana,56,Female,IT Professional,2944022,Nepalgunj,9866693720,owner90@email.com,2022-10-23
OWN0091,Anita Paudel,57,Female,Private Employee,3816745,Lamjung,9831256803,owner91@email.com,2023-09-05
OWN0092,Maya Gurung,40,Male,Engineer,3333933,Lahan,9867155280,owner92@email.com,2024-11-14
OWN0093,Parvati Tamang,54,Female,Government Employee,3447934,Tansen,9831135252,owner93@email.com,2022-03-28
OWN0094,Sita Karki,37,Female,IT Professional,2247044,Kirtipur,9886699808,owner94@email.com,2022-07-01
OWN0095,Shiva Chaudhary,32,Male,Government Employee,2337817,Waling,9899968676,owner95@email.com,2023-10-06
OWN0096,Anita Sharma,47,Female,IT Professional,4238429,Jaleshwor,9876414340,owner96@email.com,2024-10-12
OWN0097,Krishna Sharma,50,Male,Government Employee,2068596,Biratnagar,9838348194,owner97@email.com,2023-06-21
OWN0098,Rajesh Paudel,38,Female,Private Employee,1806896,Tansen,9885837520,owner98@email.com,2023-07-17
OWN0099,Prakash Rana,60,Female,Entrepreneur,4961101,Tansen,9850538525,owner99@email.com,2024-09-17
OWN0100,Hari Sharma,55,Male,Engineer,865552,Biratnagar,9843313487,owner100@email.com,2024-03-05
OWN0101,Binod Magar,30,Male,Entrepreneur,4831911,Gaur,9843138333,owner101@email.com,2022-05-26
OWN0102,Ganesh Shrestha,47,Female,Business Owner,655686,Kapilvastu,9866384893,owner102@email.com,2022-06-29
OWN0103,Maya Khadka,42,Female,Government Employee,605896,Tansen,9838824322,owner103@email.com,2024-03-12
OWN0104,Suman Khadka,49,Male,Doctor,3920367,Panauti,9848956844,owner104@email.com,2022-08-16
OWN0105,Sita Khadka,56,Male,IT Professional,3509672,Biratnagar,9877397153,owner105@email.com,2022-10-25
OWN0106,Sunita Karki,46,Male,Private Employee,2270042,Waling,9812622849,owner106@email.com,2023-07-09
OWN0107,Binod Sharma,52,Male,Government Employee,2932558,Kirtipur,9813971316,owner107@email.com,2022-04-16
OWN0108,Krishna Shrestha,36,Male,Doctor,1280874,Gorkha,9831161172,owner108@email.com,2022-03-08
OWN0109,Durga Sharma,46,Male,Teacher,3959061,Kathmandu,9822193803,owner109@email.com,2023-03-08
OWN0110,Prakash Tamang,25,Female,Government Employee,3439756,Lahan,9851280047,owner110@email.com,2022-01-02
OWN0111,Parvati Sharma,26,Female,Teacher,2756437,Tikapur,9853213562,owner111@email.com,2022-08-28
OWN0112,Anita Gurung,39,Male,Doctor,3092891,Mechinagar,9870207666,owner112@email.com,2022-08-01
OWN0113,Prakash Khadka,39,Female,Engineer,2192583,Waling,9812291012,owner113@email.com,2024-07-06
OWN0114,Binod Thapa,37,Female,Private Employee,2215268,Lalitpur,9874951841,owner114@email.com,2024-05-29
OWN0115,Ram Gurung,46,Female,Business Owner,3357825,Dhangadhi,9821791205,owner115@email.com,2024-07-18
OWN0116,Hari Chaudhary,56,Female,Government Employee,1611402,Gaur,9827885515,owner116@email.com,2024-05-08
OWN0117,Hari Gurung,40,Female,Government Employee,3456962,Birtamod,9839610692,owner117@email.com,2024-05-30
OWN0118,Krishna Thapa,30,Male,Private Employee,3066430,Bhaktapur,9891843873,owner118@email.com,2023-09-15
OWN0119,Deepak Tamang,30,Male,Teacher,2473855,Attariya,9898795337,owner119@email.com,2024-03-02
OWN0120,Saraswati Sharma,52,Male,Engineer,4821504,Dharan,9849704501,owner120@email.com,2024-01-02
OWN0121,Prakash Rana,39,Female,Government Employee,4304838,Rajbiraj,9836271626,owner121@email.com,2022-11-12
OWN0122,Parvati Paudel,36,Female,Doctor,3790947,Rajbiraj,9894447764,owner122@email.com,2022-05-26
OWN0123,Anita Karki,45,Female,Government Employee,3759100,Bhairahawa,9827373186,owner123@email.com,2024-10-03
OWN0124,Deepak Rana,41,Female,Doctor,4536567,Kapilvastu,9825257910,owner124@email.com,2024-08-30
OWN0125,Suman Sharma,52,Male,Teacher,4031500,Madhyapur Thimi,9890450284,owner125@email.com,2022-08-25
OWN0126,Rajesh Adhikari,59,Female,Doctor,3404773,Birgunj,9860531711,owner126@email.com,2024-08-30
OWN0127,Krishna Rana,35,Male,IT Professional,1594711,Rajbiraj,9862207928,owner127@email.com,2024-02-12
OWN0128,Sita Adhikari,53,Female,IT Professional,3140437,Baglung,9823532460,owner128@email.com,2023-06-13
OWN0129,Suman Gurung,52,Male,Entrepreneur,1341036,Panauti,9829736762,owner129@email.com,2023-12-19
OWN0130,Krishna Paudel,49,Female,Entrepreneur,1415023,Gorkha,9823759871,owner130@email.com,2024-12-18
OWN0131,Durga Adhikari,28,Male,Engineer,610124,Birgunj,9859021135,owner131@email.com,2024-08-07
OWN0132,Sunita Paudel,49,Male,Doctor,2656863,Tansen,9885392489,owner132@email.com,2024-07-15
OWN0133,Binod Karki,52,Male,Entrepreneur,3409163,Panauti,9867741061,owner133@email.com,2022-01-30
OWN0134,Parvati Shrestha,30,Male,Private Employee,844406,Hetauda,9875669900,owner134@email.com,2023-12-11
OWN0135,Saraswati Rana,39,Male,Doctor,1602947,Itahari,9857455136,owner135@email.com,2022-09-30
OWN0136,Anita Shrestha,43,Female,Entrepreneur,3067221,Lahan,9866813607,owner136@email.com,2022-08-27
OWN0137,Rajesh Adhikari,58,Female,Government Employee,711030,Birendranagar,9823158366,owner137@email.com,2023-05-16
OWN0138,Deepak Chaudhary,56,Female,Entrepreneur,4207043,Lalitpur,9881949383,owner138@email.com,2024-08-26
OWN0139,Parvati Magar,35,Female,Private Employee,3504186,Attariya,9814449092,owner139@email.com,2024-12-07
OWN0140,Parvati Rana,42,Female,IT Professional,1837748,Lalitpur,9837783977,owner140@email.com,2024-03-09
OWN0141,Binod Tamang,58,Male,Entrepreneur,4844253,Gaur,9896410026,owner141@email.com,2024-08-21
OWN0142,Ram Shrestha,29,Female,Private Employee,3087385,Bharatpur,9843683177,owner142@email.com,2023-11-15
OWN0143,Hari Magar,45,Male,Entrepreneur,1851788,Birendranagar,9872544182,owner143@email.com,2024-04-15
OWN0144,Ram Magar,27,Male,Engineer,1281230,Madhyapur Thimi,9826096776,owner144@email.com,2022-02-14
OWN0145,Lakshmi Thapa,51,Female,Business Owner,1062608,Lahan,9860561768,owner145@email.com,2024-02-02
OWN0146,Shiva Thapa,58,Female,Private Employee,830416,Lamjung,9855943387,owner146@email.com,2023-10-21
OWN0147,Lakshmi Shrestha,44,Male,Engineer,1242428,Birendranagar,9881046491,owner147@email.com,2024-04-25
OWN0148,Anita Magar,45,Female,Doctor,4845357,Tikapur,9854674424,owner148@email.com,2023-10-18
OWN0149,Durga Paudel,43,Male,Entrepreneur,1648148,Lalitpur,9832616302,owner149@email.com,2022-05-10
OWN0150,Sunita Adhikari,41,Male,Doctor,3610100,Butwal,9884786101,owner150@email.com,2023-08-10
OWN0151,Krishna Shrestha,30,Male,Business Owner,4167386,Birtamod,9823201798,owner151@email.com,2024-03-04
OWN0152,Parvati Khadka,34,Female,Doctor,1414406,Panauti,9837682562,owner152@email.com,2022-05-27
OWN0153,Binod Khadka,60,Female,Entrepreneur,4708047,Mahendranagar,9854498557,owner153@email.com,2023-10-10
OWN0154,Deepak Rana,38,Female,Business Owner,2970352,Biratnagar,9899033994,owner154@email.com,2024-04-19
OWN0155,Deepak Sharma,51,Male,IT Professional,1153522,Birgunj,9872840606,owner155@email.com,2022-10-17
OWN0156,Ram Karki,51,Female,Engineer,3883040,Kirtipur,9899255948,owner156@email.com,2022-07-16
OWN0157,Durga Gurung,45,Male,Business Owner,3738552,Nepalgunj,9876536419,owner157@email.com,2023-07-22
OWN0158,Binod Tamang,29,Male,Government Employee,2547044,Tulsipur,9824390636,owner158@email.com,2023-09-15
OWN0159,Durga Paudel,46,Female,Engineer,4821136,Dhangadhi,9836355276,owner159@email.com,2023-10-12
OWN0160,Durga Adhikari,50,Female,Government Employee,1327948,Hetauda,9828625906,owner160@email.com,2024-10-29
OWN0161,Ram Sharma,25,Female,Doctor,4051498,Birtamod,9825675935,owner161@email.com,2023-07-06
OWN0162,Sita Karki,47,Male,Private Employee,4644575,Attariya,9853058759,owner162@email.com,2022-05-12
OWN0163,Anita Rana,29,Male,Government Employee,3705101,Gaur,9865407690,owner163@email.com,2023-07-14
OWN0164,Ganesh Magar,55,Female,Doctor,932909,Panauti,9882477609,owner164@email.com,2023-05-03
OWN0165,Krishna Adhikari,43,Male,Private Employee,4683618,Bhaktapur,9812319055,owner165@email.com,2023-11-05
OWN0166,Binod Thapa,46,Female,Private Employee,1422212,Tansen,9811017943,owner166@email.com,2022-01-07
OWN0167,Rajesh Sharma,37,Male,Engineer,4494350,Tulsipur,9860629582,owner167@email.com,2023-05-26
OWN0168,Binod Magar,43,Female,Doctor,4434928,Bhaktapur,9856071979,owner168@email.com,2023-12-28
OWN0169,Hari Paudel,26,Male,Private Employee,744583,Jumla,9817900830,owner169@email.com,2022-03-11
OWN0170,Rajesh Gurung,47,Female,IT Professional,2712596,Baglung,9810672251,owner170@email.com,2023-01-17
OWN0171,Ram Chaudhary,44,Female,Government Employee,1388952,Dharan,9884405058,owner171@email.com,2023-09-11
OWN0172,Parvati Rana,40,Male,Engineer,1654866,Dharan,9866193619,owner172@email.com,2022-06-19
OWN0173,Binod Shrestha,60,Female,Entrepreneur,4715441,Tansen,9899139304,owner173@email.com,2022-10-05
OWN0174,Parvati Paudel,29,Female,Private Employee,840007,Kirtipur,9848821327,owner174@email.com,2024-03-01
OWN0175,Saraswati Tamang,28,Female,Engineer,4346941,Kathmandu,9899799048,owner175@email.com,2024-06-16
OWN0176,Lakshmi Rana,58,Male,Doctor,4260775,Banepa,9840025703,owner176@email.com,2022-02-15
OWN0177,Sita Thapa,52,Male,Business Owner,1252763,Butwal,9867668603,owner177@email.com,2022-01-16
OWN0178,Anita Karki,41,Female,Doctor,1350669,Dailekh,9846177678,owner178@email.com,2023-09-07
OWN0179,Ganesh Tamang,55,Female,IT Professional,3709927,Gaur,9827749439,owner179@email.com,2022-07-10
OWN0180,Sunita Paudel,40,Female,Doctor,1336989,Birgunj,9846299641,owner180@email.com,2022-12-19
OWN0181,Anita Gurung,30,Female,Entrepreneur,4552391,Birgunj,9860944355,owner181@email.com,2022-02-06
OWN0182,Durga Gurung,31,Male,Engineer,4401818,Pokhara,9868374274,owner182@email.com,2023-01-30
OWN0183,Sita Shrestha,36,Male,Engineer,3368657,Biratnagar,9876652486,owner183@email.com,2022-10-22
OWN0184,Maya Tamang,49,Male,Teacher,3888031,Bharatpur,9898483068,owner184@email.com,2024-08-27
OWN0185,Binod Rana,55,Female,Entrepreneur,2709740,Butwal,9854716413,owner185@email.com,2023-09-09
OWN0186,Krishna Gurung,36,Female,Doctor,2235953,Bhaktapur,9870377390,owner186@email.com,2024-04-10
OWN0187,Ram Paudel,57,Female,IT Professional,3924771,Kirtipur,9812779293,owner187@email.com,2024-12-27
OWN0188,Krishna Gurung,40,Female,Engineer,1199561,Pokhara,9815544871,owner188@email.com,2022-05-12
OWN0189,Lakshmi Gurung,35,Male,Government Employee,3121649,Itahari,9873381643,owner189@email.com,2023-11-30
OWN0190,Sunita Shrestha,52,Female,Teacher,1284925,Tulsipur,9818832246,owner190@email.com,2024-06-18
OWN0191,Lakshmi Thapa,45,Female,IT Professional,2437538,Damak,9872114774,owner191@email.com,2022-07-31
OWN0192,Binod Paudel,36,Female,IT Professional,1603376,Kapilvastu,9828732860,owner192@email.com,2023-10-14
OWN0193,Rajesh Thapa,28,Male,Business Owner,4767415,Kathmandu,9887719776,owner193@email.com,2022-01-24
OWN0194,Hari Karki,59,Male,Teacher,613557,Birgunj,9834448646,owner194@email.com,2023-10-05
OWN0195,Lakshmi Tamang,58,Female,IT Professional,898731,Mahendranagar,9837275404,owner195@email.com,2024-09-11
OWN0196,Saraswati Paudel,31,Male,IT Professional,1149937,Hetauda,9885033246,owner196@email.com,2022-03-12
OWN0197,Saraswati Chaudhary,60,Male,Government Employee,570327,Hetauda,9886507809,owner197@email.com,2024-02-20
OWN0198,Ram Magar,54,Female,Government Employee,520212,Tansen,9812443893,owner198@email.com,2023-12-07
OWN0199,Sunita Shrestha,58,Female,Government Employee,706510,Itahari,9822245226,owner199@email.com,2024-08-06
OWN0200,Binod Gurung,40,Female,Business Owner,4537548,Damak,9814451891,owner200@email.com,2023-05-18
OWN0201,Ganesh Karki,32,Female,Private Employee,2617722,Kathmandu,9852794947,owner201@email.com,2023-09-16
OWN0202,Durga Karki,56,Female,Business Owner,3814850,Tulsipur,9897251190,owner202@email.com,2024-01-08
OWN0203,Lakshmi Magar,44,Male,IT Professional,1047165,Banepa,9835666838,owner203@email.com,2024-09-05
OWN0204,Shiva Chaudhary,40,Female,Teacher,2069792,Gorkha,9847792173,owner204@email.com,2023-12-08
OWN0205,Maya Shrestha,52,Female,Business Owner,1216731,Butwal,9845872036,owner205@email.com,2022-11-10
OWN0206,Binod Khadka,27,Male,Business Owner,598995,Waling,9898849943,owner206@email.com,2024-09-30
OWN0207,Ram Magar,59,Female,Entrepreneur,1247345,Banepa,9812553006,owner207@email.com,2024-06-09
OWN0208,Ganesh Adhikari,42,Female,Government Employee,1312825,Bharatpur,9831624720,owner208@email.com,2023-07-07
OWN0209,Prakash Shrestha,43,Female,Doctor,3097495,Tikapur,9815788000,owner209@email.com,2024-10-23
OWN0210,Hari Chaudhary,44,Female,Business Owner,2588820,Nepalgunj,9880455607,owner210@email.com,2023-01-20
OWN0211,Parvati Gurung,53,Male,Teacher,1968480,Damak,9898208016,owner211@email.com,2024-04-19
OWN0212,Saraswati Shrestha,28,Male,IT Professional,1941485,Rajbiraj,9823391136,owner212@email.com,2022-07-28
OWN0213,Sita Khadka,58,Male,Entrepreneur,4888736,Pokhara,9880723086,owner213@email.com,2022-03-26
OWN0214,Hari Rana,42,Female,Engineer,976508,Birgunj,9894367713,owner214@email.com,2024-01-18
OWN0215,Shiva Sharma,58,Female,Engineer,1543952,Mechinagar,9838642607,owner215@email.com,2022-11-20
OWN0216,Ram Adhikari,32,Female,Government Employee,1078590,Itahari,9872221249,owner216@email.com,2024-01-24
OWN0217,Deepak Tamang,59,Female,Private Employee,4423864,Butwal,9845038332,owner217@email.com,2023-05-28
OWN0218,Suman Rana,52,Female,Teacher,3770330,Madhyapur Thimi,9896014673,owner218@email.com,2023-06-16
OWN0219,Shiva Magar,56,Female,Private Employee,4627666,Madhyapur Thimi,9855328487,owner219@email.com,2022-07-25
OWN0220,Binod Adhikari,58,Male,Doctor,3684946,Birgunj,9881052881,owner220@email.com,2023-01-14
OWN0221,Prakash Rana,43,Male,IT Professional,2689709,Dailekh,9866865479,owner221@email.com,2022-05-31
OWN0222,Parvati Chaudhary,56,Male,Engineer,3875597,Dailekh,9851521160,owner222@email.com,2023-07-31
OWN0223,Parvati Khadka,47,Male,Business Owner,2886577,Attariya,9835110368,owner223@email.com,2022-03-16
OWN0224,Ram Paudel,60,Female,Business Owner,2201565,Bhairahawa,9816092735,owner224@email.com,2023-06-23
OWN0225,Deepak Magar,58,Female,Engineer,2781751,Gaur,9881406752,owner225@email.com,2024-12-14
OWN0226,Ganesh Karki,34,Male,Teacher,4299584,Damak,9894323226,owner226@email.com,2023-02-25
OWN0227,Sita Rana,45,Female,Business Owner,1423698,Lamjung,9858896650,owner227@email.com,2022-06-17
OWN0228,Rajesh Tamang,40,Male,Teacher,4699685,Bharatpur,9839656906,owner228@email.com,2023-11-12
OWN0229,Durga Tamang,42,Male,Business Owner,2400110,Mahendranagar,9834311531,owner229@email.com,2022-11-04
OWN0230,Hari Gurung,33,Female,Private Employee,3705602,Damak,9873543137,owner230@email.com,2023-11-08
OWN0231,Saraswati Karki,39,Male,Government Employee,4887668,Tulsipur,9817522689,owner231@email.com,2022-04-12
OWN0232,Saraswati Khadka,39,Male,IT Professional,4593998,Itahari,9876633548,owner232@email.com,2023-08-05
OWN0233,Krishna Khadka,35,Female,Government Employee,3392280,Lalitpur,9864281350,owner233@email.com,2023-06-26
OWN0234,Parvati Chaudhary,58,Male,IT Professional,4027734,Gaur,9873478151,owner234@email.com,2024-01-22
OWN0235,Binod Chaudhary,35,Male,Business Owner,1096278,Butwal,9870794994,owner235@email.com,2024-04-28
OWN0236,Sunita Gurung,50,Male,Business Owner,2398450,Rajbiraj,9889086806,owner236@email.com,2023-07-31
OWN0237,Parvati Karki,60,Female,Government Employee,2530745,Birendranagar,9842646191,owner237@email.com,2023-02-21
OWN0238,Deepak Paudel,37,Female,Entrepreneur,4437774,Kirtipur,9828519508,owner238@email.com,2023-02-03
OWN0239,Ram Khadka,45,Male,Government Employee,4946456,Madhyapur Thimi,9850541542,owner239@email.com,2023-10-18
OWN0240,Prakash Sharma,32,Male,Doctor,4248452,Birendranagar,9844210922,owner240@email.com,2024-05-24
OWN0241,Binod Gurung,28,Female,Business Owner,4865036,Birtamod,9812949621,owner241@email.com,2022-04-04
OWN0242,Shiva Shrestha,52,Female,IT Professional,4199355,Birgunj,9872137806,owner242@email.com,2024-03-23
OWN0243,Durga Thapa,54,Male,Doctor,500081,Hetauda,9897270682,owner243@email.com,2024-05-13
OWN0244,Ganesh Adhikari,33,Male,IT Professional,2598148,Hetauda,9817572246,owner244@email.com,2022-06-15
OWN0245,Hari Magar,26,Female,Teacher,2855669,Jaleshwor,9898844959,owner245@email.com,2022-09-18
OWN0246,Prakash Thapa,48,Female,Teacher,4981921,Lahan,9883586964,owner246@email.com,2023-11-06
OWN0247,Hari Karki,50,Male,Government Employee,1918871,Gaur,9829215835,owner247@email.com,2022-10-22
OWN0248,Saraswati Karki,44,Male,Government Employee,913395,Lahan,9877217371,owner248@email.com,2024-11-17
OWN0249,Shiva Shrestha,46,Female,Private Employee,4294174,Waling,9899494747,owner249@email.com,2022-07-31
